Alkene SMILES,Alkyl SMILES,alkene:alkyl halide(eq),Product SMILES,solvent SMILES,Additive SMILES,Metal SMILES,Ligand SMILES,Temperature/C,S/C,time(h),er,ee
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1cc(C)c(-c2ccc3c(c2)[C@@H]2N=C(C(Cc4ccc(C(C)(C)C)cc4)(Cc4ccc(C(C)(C)C)cc4)C4=N[C@H]5c6cc(-c7c(C)cc(C)cc7C)ccc6C[C@H]5O4)O[C@@H]2C3)c(C)c1,5,10,12,,81
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1cc(C)c(-c2ccc3c(c2)[C@@H]2N=C(C(Cc4ccccc4)(Cc4ccccc4)C4=N[C@H]5c6cc(-c7c(C)cc(C)cc7C)ccc6C[C@H]5O4)O[C@@H]2C3)c(C)c1,5,10,12,,82
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1cc(C)c(-c2ccc3c(c2)[C@@H]2N=C(C(Cc4ccccc4)(Cc4ccccc4)C4=N[C@H]5c6cc(-c7cc(C)c(C)cc7C)ccc6C[C@H]5O4)O[C@@H]2C3)cc1C,5,10,12,,78
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1cc(C)cc(-c2ccc3c(c2)[C@@H]2N=C(C(Cc4ccccc4)(Cc4ccccc4)C4=N[C@H]5c6cc(-c7cc(C)cc(C)c7)ccc6C[C@H]5O4)O[C@@H]2C3)c1,5,10,12,,49
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1ccc(-c2ccc3c(c2)[C@@H]2N=C(C(Cc4ccc(C(C)(C)C)cc4)(Cc4ccc(C(C)(C)C)cc4)C4=N[C@H]5c6cc(-c7ccc(C)c8ccccc78)ccc6C[C@H]5O4)O[C@@H]2C3)c2ccccc12,5,10,12,,82
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1ccc(-c2ccc3c(c2)[C@@H]2N=C(C(Cc4ccccc4)(Cc4ccccc4)C4=N[C@H]5c6cc(-c7ccc(C)c8ccccc78)ccc6C[C@H]5O4)O[C@@H]2C3)c2ccccc12,5,10,12,,81
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1ccc2ccccc2c1-c1ccc2c(c1)[C@@H]1N=C(C(Cc3ccc(C(C)(C)C)cc3)(Cc3ccc(C(C)(C)C)cc3)C3=N[C@H]4c5cc(-c6c(C)ccc7ccccc67)ccc5C[C@H]4O3)O[C@@H]1C2,5,10,12,,80
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1ccc2ccccc2c1-c1ccc2c(c1)[C@@H]1N=C(C(Cc3ccccc3)(Cc3ccccc3)C3=N[C@H]4c5cc(-c6c(C)ccc7ccccc67)ccc5C[C@H]4O3)O[C@@H]1C2,5,10,12,,77
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Cc1cccc(CC(Cc2cccc(C)c2)(C2=N[C@H]3c4ccccc4C[C@H]3O2)C2=N[C@H]3c4ccccc4C[C@H]3O2)c1,5,10,12,,57
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCC(C)(C)c1ccc(CC(Cc2ccc(C(C)(C)CC)cc2)(C2=N[C@H]3c4ccccc4C[C@H]3O2)C2=N[C@H]3c4ccccc4C[C@H]3O2)cc1,5,10,12,,82
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCC(CC)(C1=N[C@@H](Cc2ccccc2)CO1)C1=N[C@@H](Cc2ccccc2)CO1,5,10,12,,21
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCC(CC)(C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1)C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1,5,10,12,,31
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCC(CC)(C1=N[C@H](c2ccccc2)CO1)C1=N[C@H](c2ccccc2)CO1,5,10,12,,49
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCC(CC)(C1=N[C@H]2c3ccccc3C[C@H]2O1)C1=N[C@H]2c3ccccc3C[C@H]2O1,5,10,12,,60
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCCC(Cc1ccc(C(C)(C)C)cc1)(C1=N[C@H](c2ccccc2)CO1)C1=N[C@H](c2ccccc2)CO1,5,10,12,,56
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCCC(CCC)(C1=N[C@H](c2ccccc2)CO1)C1=N[C@H](c2ccccc2)CO1,5,10,12,,41
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCCC(CCC)(C1=N[C@H](c2ccccc2)CO1)C1=N[C@H](c2ccccc2)CO1,5,10,12,,42
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,CCCCc1ccc(CC(Cc2ccc(CCCC)cc2)(C2=N[C@H]3c4ccccc4C[C@H]3O2)C2=N[C@H]3c4ccccc4C[C@H]3O2)cc1,5,10,12,,72
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,Fc1ccc(CC(Cc2ccc(F)cc2)(C2=N[C@H]3c4ccccc4C[C@H]3O2)C2=N[C@H]3c4ccccc4C[C@H]3O2)cc1,5,10,12,,62
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,N#C/C(C1=N[C@H](c2ccccc2)[C@H](c2ccccc2)O1)=C1/N[C@H](c2ccccc2)[C@H](c2ccccc2)O1,5,10,12,,66
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,N#C/C(C1=N[C@H](c2ccccc2)CO1)=C1/N[C@H](c2ccccc2)CO1,5,10,12,,64
C=C(C1CCOCC1)C,BrCCC1=CC=CC=C1,2:01,CC(CCCc1ccccc1)C1CCOCC1,COCCOC,CCO[SiH](C)OCC.F[Cs],Br[Co]Br,N#C/C(C1=N[C@H]2c3ccccc3C[C@H]2O1)=C1/N[C@H]2c3ccccc3C[C@H]2O1,5,10,12,,22
